id,model_id,part_name,part_type,render_order,position_x,position_y,position_z,dimension_width,dimension_height,dimension_depth,material_name,color_override,metalness,roughness,opacity,render_condition,created_at
3448eebd-7104-44fc-8b31-6ceeed315fb3,dd4c0106-bff1-43d5-bda9-fbfe1ca54c18,Right Panel,box,2,width/4,0,0,width/2 - 0.01,height,depth,door,doorColor,,,1.00,,2025-10-08 16:53:07.709429+00
34b7e669-0a06-465e-b457-ff1332bdab55,2b1b4fc5-b124-4a34-96b4-677451e5076e,Basin,box,1,0,0,0,width - 0.10,height,depth - 0.10,handle,#2F4F4F,,,1.00,,2025-10-08 17:10:09.489775+00
35132b8c-9714-4d2f-8706-61808e5a55d8,a8b66209-ccef-4e44-a761-df5f37ac640b,Front handle,box,5,legLength / 2 - 0.05,0,cornerDepth - legLength / 2 + 0.03,0.02,0.15,0.02,handle,handleColor,0.80,0.20,1.00,,2025-10-08 11:23:36.663103+00
35306fb0-07e6-45e2-b462-4467fd3acead,ffbe3019-09c4-4a44-b159-67ba6a395b63,Left Glass,box,2,-width/4,0,0,width/2 - 0.10,height - 0.10,depth * 0.5,handle,#E6E6FA,,,1.00,,2025-10-08 16:53:07.709429+00
35473873-5671-4374-9eaa-ecedec8286a4,99f5c123-079d-4b16-ab5c-3f2a5545263e,Handle,box,4,width/2 - 0.05,0,depth/2 + 0.03,0.10,0.03,0.05,handle,#C0C0C0,,,1.00,,2025-10-08 17:10:22.990597+00
364330b0-cb94-48cf-ac25-b1705a29eb39,3fc2f0c1-75a5-4ea3-bb9f-e9f64b5ea443,Tap,box,3,0,0.15,-depth / 4,0.05,0.20,0.05,handle,#808080,,,1.00,,2025-10-08 16:17:02.441798+00
37911a89-2247-4cd5-ae6a-a3815677eee0,0f4e7a93-13e8-4c11-9c86-0cc9043649a6,Plinth,box,1,0,-height / 2 + 0.075,0,width,0.15,depth - 0.05,plinth,plinthColor,,,1.00,,2025-10-08 16:21:41.621901+00
37d1dfc4-27c7-4962-85e5-9b3c01d3d012,2da88d6d-cd70-40a0-8c06-4c11fa99fda8,Basin Leg 1,box,1,legLength/2,0,0,legLength - 0.10,height,depth - 0.10,handle,#c0c0c0,,,1.00,,2025-10-08 17:10:09.489775+00
39c8cf14-1b2b-4f9f-b19b-2a9edffecc94,fcadef1d-afb9-455a-9a0d-10dc63bac1c6,Basin,box,1,0,-height * 0.2,0,width - 0.10,height,depth - 0.10,handle,#c0c0c0,,,1.00,,2025-10-08 17:10:09.489775+00
3a88999c-7445-498f-af85-ae30bb779dfd,174f8a6b-fae8-413e-a055-87109620249c,Cornice,box,1,0,0,0,width,height,depth,door,#ffffff,,,1.00,,2025-10-08 16:21:59.376939+00
3ad77f48-1b56-4295-9394-96b2df2c5c81,5c56e7f0-6fdc-461b-bf2d-cb4df3c1cca4,Drawer 1,box,3,0,-0.15,depth / 2 + 0.01,width - 0.02,0.20,0.02,door,doorColor,,,1.00,,2025-10-08 16:21:41.621901+00
3ae6361b-2cc4-4878-98cd-32f1a44b8161,7e845283-165b-4a1e-95e6-565adc87fc60,Front Panel,box,2,0,0,depth / 2 + 0.005,width - 0.02,height - 0.02,0.01,appliance_panel,#f0f0f0,,,1.00,,2025-10-08 20:13:51.848363+00
3b06c97c-5460-4f25-9e8b-695ebb46e03e,4b99b13e-ac15-4f0c-a515-4b57cfc28fd7,Cushion,box,1,0,0,0,width,height,depth,cabinet_body,#8B7355,,,1.00,,2025-10-08 16:52:17.357255+00
3b473171-fadd-42b9-8426-4b06557ab199,a8c47a62-5286-4dad-8773-494724766939,Plinth,box,1,0,-height / 2 + plinthHeight / 2,0,width,plinthHeight,depth - 0.05,plinth,plinthColor,,,1.00,!isWallCabinet,2025-10-08 15:51:04.652333+00
3b731901-0ca9-489a-9b1c-2cf24d8eaf46,0f4e7a93-13e8-4c11-9c86-0cc9043649a6,Cabinet Body,box,2,0,0.075,0,width,height - 0.15,depth,cabinet_body,cabinetColor,,,1.00,,2025-10-08 16:21:41.621901+00
3b7fe5b4-3efb-43df-89f6-69087e1adff9,a50a1e0c-5be6-4196-8a5e-86ba3c15a3fe,Top Drawer,box,2,0,height * 0.3,depth/2 + 0.01,width - 0.02,height * 0.2,0.02,door,doorColor,,,1.00,,2025-10-08 16:52:17.357255+00
3c33cb2a-817e-4326-b42c-e3c43f8888f1,077ab6ff-f62b-4a7d-83bf-87abfd36ab49,Cushion,box,1,0,0,0,width,height,depth,cabinet_body,#6B8E23,,,1.00,,2025-10-08 16:50:52.815401+00
3c53df3c-d5d8-428d-b90c-e25a58f786c0,97fb076c-eb05-4772-a6ea-f3727ddc5c8e,Handle,box,2,width/2 - 0.05,0,depth/2 + 0.03,0.03,0.15,0.05,handle,#C0C0C0,,,1.00,,2025-10-08 16:53:07.709429+00
3c8937e8-e377-4065-ae44-e6ea81ae7cc9,8b8a45d9-9b8f-470b-931b-b3b22102901d,Headboard,box,3,0,height * 0.5,-depth/2 + 0.05,width,height,0.10,door,#8B4513,,,1.00,,2025-10-08 16:50:52.815401+00
3cddc41c-13c9-473e-8812-b7332f875db6,8e855643-889f-4175-bd24-49bc687c9b68,Handle,box,3,width / 2 - 0.06,height / 2 - 0.10,depth / 2 + 0.03,0.08,0.03,0.04,handle,handleColor,,,1.00,,2025-10-08 16:07:57.673274+00
3d0d00ef-a494-49cc-98cb-b1a1f5103f55,6e29b7b4-f7e3-4616-a36d-1390cdd3ac60,Door,box,2,0,0,depth/2 + 0.01,width * 0.7,height * 0.7,0.02,handle,#E0E0E0,,,1.00,,2025-10-08 16:52:53.546878+00
3d3e43b1-5e05-40b9-a6c6-b150de75f7bb,6ef29df6-b6b3-4f6c-a528-b1d575e2e59a,Basin,box,1,0,-height * 0.2,0,width - 0.10,height,depth - 0.10,handle,#c0c0c0,,,1.00,,2025-10-08 17:10:09.489775+00
3d722632-f810-4c33-9fff-e0fc32693b59,4d6a40bc-b781-414b-9aad-ac5cc3077cbb,Drawer 3,box,5,0,0.35,depth / 2 + 0.01,width - 0.02,0.20,0.02,door,doorColor,,,1.00,,2025-10-08 16:21:41.621901+00
3dd220da-a1fd-4f7f-8740-177091d55f05,6404a530-2cdc-406e-b957-46de153409c3,Body,box,1,0,0,0,width,height,depth,cabinet_body,cabinetColor,,,1.00,,2025-10-08 16:50:15.91125+00
3e02d36f-f1ed-4c62-9de2-2cefee51a2c3,ba0d987f-fddd-4e7f-906e-696e4608fb80,Door,box,3,0,plinthHeight / 2,depth / 2 + 0.01,width - 0.02,doorHeight,0.02,door,doorMaterial,,,1.00,,2025-10-08 15:51:04.652333+00
3e4795c3-1267-4bf0-bb69-2c61f51a268f,6d832a0d-b907-43fd-b2e7-ac5f567f9f66,Drawer 1,box,2,0,-height/2 + 0.12,depth/2 + 0.01,width - 0.02,0.22,0.02,door,doorColor,,,1.00,,2025-10-08 16:50:15.91125+00
3ee197a7-2488-496e-a413-593480ed74d1,6d832a0d-b907-43fd-b2e7-ac5f567f9f66,Body,box,1,0,0,0,width,height,depth,cabinet_body,cabinetColor,,,1.00,,2025-10-08 16:50:15.91125+00
3f7b2f78-8f61-4d3d-8f92-d365ec9469eb,eef2b984-523a-44a2-9894-970657aec4dc,Cabinet,box,1,0,0,0,width,height,depth,cabinet_body,cabinetColor,,,1.00,,2025-10-08 16:52:53.546878+00
3fc430cb-ca3d-452b-aca3-300895e87384,11117939-d277-492b-90b3-2288dd55f7ec,Pelmet,box,1,0,0,0,width,height,depth,door,#ffffff,,,1.00,,2025-10-08 16:21:59.376939+00
404be336-4856-4934-8218-379e2888b3eb,a3b62405-00f6-4c07-95b4-4b3e13119238,Frame,box,1,0,0,0,width,height,depth,door,#FFFFFF,,,1.00,,2025-10-08 16:53:07.709429+00
4050acd0-ec41-4689-a4f8-52d213cd2cac,41a54846-e1a6-461c-8cb5-ad65c06c7b33,Tap,box,2,0,height + 0.10,-depth/4,0.03,0.15,0.03,handle,#808080,,,1.00,,2025-10-08 17:10:09.489775+00
4065eb02-d441-4546-a9ea-6fc76a4df8fa,60f2345b-4c36-4f2f-95d0-493b16b7374a,Frame,box,2,0,0,-0.005,width * 1.05,height * 1.05,0.05,handle,#333333,,,1.00,,2025-10-08 20:13:16.422946+00
40dd2824-4571-4fe4-b68b-cf0c814bc44e,88cbdc7f-4633-487c-b134-8993de9beb37,Tap,box,3,-width/4,height + 0.10,-depth/4,0.03,0.15,0.03,handle,#808080,,,1.00,,2025-10-08 17:10:09.489775+00
414800eb-8627-4d40-bc77-17568165efc9,0733d7f4-78d1-46a2-a638-92ed940bd0f7,Door,box,2,0,0,depth / 2 + 0.01,width - 0.02,height - 0.02,0.02,door,doorColor,,,1.00,,2025-10-08 16:07:57.673274+00
42033279-e692-4971-b331-8c8e23d66e01,c2bd963a-3b33-496c-9c13-d427aebebab0,Plinth Leg 1,box,1,legLength/2,-height / 2 + plinthHeight / 2,0.05,legLength,plinthHeight,depth - 0.10,plinth,plinthColor,,,1.00,!isWallCabinet,2025-10-08 17:08:02.404343+00
4224afa5-2807-4ef6-9c1c-c28eb5d41720,b0d7edac-6808-4ff4-8d08-3c7db61bae29,Door Top,box,2,0,height * 0.25,depth/2 + 0.01,width - 0.02,height * 0.45,0.02,door,doorColor,,,1.00,,2025-10-08 16:52:17.357255+00
4266c017-9dca-4080-9a20-c426d953d73a,520dc8d6-d9a7-4009-b755-761634410954,Plinth,box,1,0,-height / 2 + plinthHeight / 2,0,width,plinthHeight,depth - 0.05,plinth,plinthColor,,,1.00,!isWallCabinet,2025-10-08 15:51:04.652333+00
42908fee-b60d-419b-89a6-ae284784c208,ecf82b10-3677-4226-9abb-4e9d4644668f,Door Right,box,3,width/4,0,depth/2 + 0.01,width/2 - 0.02,height - 0.02,0.02,door,doorColor,,,1.00,,2025-10-08 16:52:53.546878+00
42c33860-ed13-43d6-91ce-24931ef55208,5c56e7f0-6fdc-461b-bf2d-cb4df3c1cca4,Cabinet Body,box,2,0,0.075,0,width,height - 0.15,depth,cabinet_body,cabinetColor,,,1.00,,2025-10-08 16:21:41.621901+00
43024697-4f85-4a99-aafd-bcfae22062c7,d889fc8d-f31d-440a-8c20-8a2d1d071bdc,Leg 2,box,3,width/2 - 0.05,-height * 0.25,-depth/2 + 0.05,0.08,height * 0.5,0.08,cabinet_body,#8B4513,,,1.00,,2025-10-08 16:52:38.215415+00
43d978cc-7d3f-48e0-848d-23876e993b02,bcf1a350-6a68-42a9-a552-297f16e2e697,Body,box,1,0,0,0,width,height,depth,cabinet_body,cabinetColor,,,1.00,,2025-10-08 16:52:53.546878+00
443a207a-d205-44d1-9eef-f64598d2dfb1,bf9f977c-6f8e-4e79-bcbf-9160ce86e6da,Seat,box,1,0,-height * 0.2,0,width,height * 0.15,depth,cabinet_body,#4B4B4B,,,1.00,,2025-10-08 16:52:06.676597+00
44a588bd-219a-437d-a278-266f77ad5648,520dc8d6-d9a7-4009-b755-761634410954,Door,box,3,0,plinthHeight / 2,depth / 2 + 0.01,width - 0.02,doorHeight,0.02,door,doorMaterial,,,1.00,,2025-10-08 15:51:04.652333+00
44b46a4d-9eac-4c0f-bc0b-979b38a7bdb9,a03f0ab7-1a22-40b5-b424-1deff2e1b4fa,Seat,box,1,0,0,0,width,height,depth,cabinet_body,#8B4513,,,1.00,,2025-10-08 16:52:38.215415+00
45330141-d573-40ad-88f2-afd609ef49ce,4d6a40bc-b781-414b-9aad-ac5cc3077cbb,Drawer 1,box,3,0,-0.15,depth / 2 + 0.01,width - 0.02,0.20,0.02,door,doorColor,,,1.00,,2025-10-08 16:21:41.621901+00
45593336-e2a1-4c9f-ab85-72d90cd024d1,701c19a3-0083-41d2-aec8-96c540a1833d,plinth_x_leg,box,1,0,-height/2 + plinthHeight/2,cornerDepth/2 - legLength/2 - 0.1,legLength,plinthHeight,cornerDepth - 0.2,plinth,,,,1.00,!isWallCabinet,2025-10-08 10:51:01.108456+00
456c4ed1-60d9-4a13-a555-5eff08e2897e,e7c2ceda-dd2b-44ee-b187-4e14baf4ff31,Cabinet Body Leg 2,box,4,0,plinthHeight / 2,legLength/2,depth,height - plinthHeight,legLength,cabinet_body,cabinetColor,,,1.00,,2025-10-08 17:08:02.404343+00
45aded62-e032-4d7d-960e-28e6ea83ca9e,861c0c03-ac3a-4acf-9d01-d6068c77c71b,Door,box,2,0,0,depth/2 + 0.01,width - 0.02,height - 0.02,0.02,door,doorColor,,,1.00,,2025-10-08 16:52:53.546878+00
45e71f78-2f7d-4f89-ae92-941838d78dd8,2da88d6d-cd70-40a0-8c06-4c11fa99fda8,Tap,box,3,legLength * 0.4,height + 0.10,0,0.03,0.15,0.03,handle,#808080,,,1.00,,2025-10-08 17:10:09.489775+00
46e555c6-12f8-4b53-b342-e828b8da0466,c509bed1-9882-44d5-8e44-be6c625cf0b6,Seat Cushions,box,5,0,-height / 4,depth * 1.5 / 6,width - 1,0.15,depth * 1.5 - 0.6,cushion,#4A6F8C,,,1.00,,2025-10-08 20:13:16.422946+00
46f0d382-ab31-4f7f-b72e-6e7089da02cc,7d2173f0-346d-4a0d-a9c8-b3602fafe1d3,Cabinet,box,1,0,0,0,width,height,depth,cabinet_body,#F5F5DC,,,1.00,,2025-10-08 16:51:11.543287+00
472aeecb-e520-4397-bc78-40f7bf8d4bb4,900687f1-600b-4b6a-a5ec-38d994a4e30c,Right Door,box,3,width / 4,0,depth / 2 + 0.01,width / 2 - 0.02,height - 0.02,0.02,door,doorColor,,,1.00,,2025-10-08 16:50:15.91125+00
480a85da-96cc-46d7-9f90-1f302a4f1a68,751ae6aa-e99d-4ace-a49d-c9ff90dc5215,Body,box,1,0,0,0,width,height,depth,cabinet_body,cabinetColor,,,1.00,,2025-10-08 16:50:15.91125+00
48c2ae33-df28-4470-b6e7-5ec0ef946bcd,68fcf22e-52dc-4cd2-9bc4-47d888fb8752,Headboard,box,3,0,0,-depth + 0.05,width,height,0.1,wood,cabinetMaterial,,,1.00,,2025-10-08 20:13:16.422946+00
48fa78cb-e44f-4e0f-85a6-c93825c9874d,e89494e7-18ed-4c7d-ae60-3ab9ef557530,Door,box,2,0,0,depth/2 + 0.01,width * 0.7,height * 0.7,0.02,handle,#E0E0E0,,,1.00,,2025-10-08 16:52:53.546878+00
4900ad86-a047-42f1-af85-0a1b63a1fbf3,ec259a23-2f20-43c4-b668-03ad5b1f9572,Leg 1,box,2,-width/2 + 0.05,-height * 0.25,-depth/2 + 0.05,0.08,height * 0.5,0.08,cabinet_body,#8B4513,,,1.00,,2025-10-08 16:52:38.215415+00
499ee8f6-d0b0-43a8-a1d8-89fb26634a6c,18580343-4f31-47a1-af98-234c64f46926,Body,box,1,0,0,0,width,height,depth,cabinet_body,#8B4513,,,1.00,,2025-10-08 16:51:41.19204+00
49b89363-8e8c-414b-90c2-fbe7c918eb52,dee1b997-eb19-4228-b69f-7dff6204ae01,Front door,box,3,0,0,cornerDepth - legLength / 2 + 0.01,legLength - 0.05,height - 0.05,0.02,door,doorColor,,,1.00,,2025-10-08 11:23:36.663103+00
4aca4845-6a88-4d34-96b5-3eca685a6a4f,d09931e3-46fb-457c-9a3e-83e17467e407,Counter,box,2,0,height * 0.32,0,width,height * 0.05,depth,counter,counterColor,,,1.00,,2025-10-08 16:52:53.546878+00
4b1de2ca-c0ac-4d47-9930-a5f3f53f758d,0aa75ba7-6a09-4774-9972-37c80ebde638,Frame,box,1,0,0,0,width,height,depth,door,#FFFFFF,,,1.00,,2025-10-08 16:53:07.709429+00
4b2f5e7b-1b06-40f0-806a-1e90e73dc9a3,ac6ed98d-1c69-4736-8463-d478a30712dc,Mirror,box,2,0,0,0.01,width - 0.10,height - 0.10,0.01,handle,#E8E8E8,,,1.00,,2025-10-08 16:52:17.357255+00
4b79b193-a090-433b-b2a5-95160f6b074a,cbcb38fc-44e4-48f0-ac36-eccc7c176b26,Upper Cabinet,box,2,0,height * 0.3,0,width,height * 0.4,depth,cabinet_body,cabinetColor,,,1.00,,2025-10-08 17:10:22.990597+00
4b81df02-dd5e-4f8e-975e-0d23f19bbad5,8f2a88ca-8b2f-40ef-a4c1-db1908f36420,Right Glass,box,3,width/4,0,depth/2 + 0.01,width/2 - 0.10,height - 0.10,0.01,handle,#E6E6FA,,,1.00,,2025-10-08 16:53:07.709429+00
4bce1d60-8adc-4c89-a766-96e23ea30c4e,3f45d4d6-efe9-43ab-b114-ca3c39f2f1ae,Worktop,box,1,0,0,0,width,height,depth,cabinet_body,worktopColor,,,1.00,,2025-10-08 16:17:02.441798+00
4bdf761c-42fe-4d32-a68e-812d39078ca4,22848d1e-3468-46fe-95e4-fe129380a07d,Body,box,1,0,0,0,width,height,depth,cabinet_body,cabinetColor,,,1.00,,2025-10-08 16:52:06.676597+00
4becff12-6af1-467a-b5ef-049bed6b8b31,05ed4077-1175-4680-b6b4-5899e967f400,Cushion,box,2,0,height * 0.4,0,width,height * 0.2,depth,cabinet_body,#6B8E23,,,1.00,,2025-10-08 16:50:52.815401+00
4c348588-256e-419a-9424-0fbda585edbd,ec259a23-2f20-43c4-b668-03ad5b1f9572,Leg 4,box,5,width/2 - 0.05,-height * 0.25,depth/2 - 0.05,0.08,height * 0.5,0.08,cabinet_body,#8B4513,,,1.00,,2025-10-08 16:52:38.215415+00
4ccc4f7c-ee1d-4afc-befa-c977842d776c,a7eaee97-ddd8-4bf6-92b2-a7444b87fb10,Center Door,box,3,0,0,depth / 2 + 0.01,width / 3 - 0.02,height - 0.02,0.02,door,doorColor,,,1.00,,2025-10-08 16:50:15.91125+00
4d177e79-977d-48d9-9cfe-3e149ea4d086,a6959e02-3fe1-4726-8539-f25526d5ac4b,Right Door,box,3,width / 4,0,depth / 2 + 0.01,width / 2 - 0.02,height - 0.02,0.02,door,#c0c0c0,,,1.00,,2025-10-08 16:16:19.97502+00
4d2d95ea-40a8-4222-a710-b61260102b57,a8c47a62-5286-4dad-8773-494724766939,Cabinet Body,box,2,0,plinthHeight / 2,0,width,cabinetHeight,depth,cabinet_body,cabinetMaterial,,,1.00,,2025-10-08 15:51:04.652333+00
4d4a620f-ce4b-4a24-aa61-9b013e8741cb,28d22c1a-93ce-4fe4-9352-c99fb1a3d735,Seat,box,1,0,-height * 0.2,0.05,width,height * 0.3,depth * 0.7,cabinet_body,#3A6EA5,,,1.00,,2025-10-08 16:51:41.19204+00
4d77f55c-3e52-48cc-8403-a3589f17b195,dd4c0106-bff1-43d5-bda9-fbfe1ca54c18,Left Panel,box,1,-width/4,0,0,width/2 - 0.01,height,depth,door,doorColor,,,1.00,,2025-10-08 16:53:07.709429+00
4d86865e-b286-44c5-9e55-a8664fe12af8,8b8a45d9-9b8f-470b-931b-b3b22102901d,Base,box,1,0,-height/2,0,width,height * 0.3,depth,cabinet_body,#8B4513,,,1.00,,2025-10-08 16:50:52.815401+00
4dc782ea-de8c-4e91-80e3-94aa03d77f59,bc7a55a4-be39-4b75-b604-1a86951e191b,Leg 1,box,2,-width/2 + 0.05,-height * 0.25,-depth/2 + 0.05,0.08,height * 0.5,0.08,cabinet_body,#8B4513,,,1.00,,2025-10-08 16:52:38.215415+00
4e1dc6bd-533d-4d0f-a813-9b9c094b318a,540faede-366d-4fa2-b169-97fec6766db4,Door,box,2,0,0,depth / 2 + 0.01,width - 0.02,height - 0.02,0.02,door,doorColor,,,1.00,,2025-10-08 16:07:57.673274+00
4f1007ec-9400-4f36-8ae3-525c80be0961,cbcb38fc-44e4-48f0-ac36-eccc7c176b26,Lower Oven Door,box,6,0,-height * 0.25,depth/2 + 0.01,width - 0.02,height * 0.25,0.02,door,#000000,,,1.00,,2025-10-08 17:10:22.990597+00
4f22caea-6341-4eeb-a94e-cbe603f00b02,6db647e9-ed2f-493d-9361-e101b30bb5f2,Door Right,box,3,width/4,0,depth/2 + 0.01,width/2 - 0.02,height - 0.02,0.02,door,doorColor,,,1.00,,2025-10-08 16:51:41.19204+00
4f7198bd-d1ba-4826-8f58-f0bd6007204c,bc7a55a4-be39-4b75-b604-1a86951e191b,Top,box,1,0,height/2 - 0.02,0,width,0.04,depth,cabinet_body,#8B4513,,,1.00,,2025-10-08 16:52:38.215415+00
503e3586-db6b-4b8e-94fd-abd43c16f15a,a5e461d3-c78a-422d-a656-fa375ea5dc9b,Handle,box,2,width/2 - 0.05,0,depth/2 + 0.03,0.03,0.15,0.05,handle,#DAA520,,,1.00,,2025-10-08 16:53:07.709429+00
511b1afe-ae4c-4193-a412-722fbdeafeb2,2fb93674-6a19-487e-afcb-cef752835f49,Seat,box,1,0,-height * 0.2,0,width,height * 0.15,depth * 0.8,cabinet_body,#4B4B4B,,,1.00,,2025-10-08 16:52:38.215415+00
52038120-acde-439c-86be-c93dc65cd209,cd750faf-3986-4305-87fb-26d30dbb0b35,Door 3,box,4,width/3,0,depth/2 + 0.01,width/3 - 0.02,height - 0.02,0.02,door,doorColor,,,1.00,,2025-10-08 16:51:41.19204+00
522ccb8f-7cf5-425f-910f-c3084b5da3a8,de0b3647-27c0-412d-8fed-d1c60fecd422,Door Left,box,2,-width/4,0,depth/2 + 0.01,width/2 - 0.02,height - 0.02,0.02,door,doorColor,,,1.00,,2025-10-08 16:51:41.19204+00
52d9a4b4-360c-4b19-9123-5f828574aadd,dd4c0106-bff1-43d5-bda9-fbfe1ca54c18,Right Glass,box,4,width/4,0,depth/2 + 0.01,width/2 - 0.10,height - 0.40,0.01,handle,#E6E6FA,,,1.00,,2025-10-08 16:53:07.709429+00
546d59f2-b30c-457b-9c9e-d123c96cf576,138cf90c-ba72-450e-a50e-f39da21ca44d,Drum,cylinder,5,0,-height * 0.1,depth / 2 - 0.05,0.18,0.2,0.18,drum_metal,#888888,,,1.00,isSelected,2025-10-08 20:13:51.848363+00
547ef665-9a8f-4483-8575-2efb38c8a2e3,9ea16340-4e6c-40b3-8d8a-492ed6546e8a,Cabinet,box,1,0,-height * 0.2,0,width,height * 0.6,depth,cabinet_body,cabinetColor,,,1.00,,2025-10-08 16:52:53.546878+00
54c29d3c-b4f6-4c31-92d5-d5653d076167,507c86e2-b641-420b-baf5-a11afd594b69,Base,box,1,0,-height/2,0,width,height * 0.3,depth,cabinet_body,#8B4513,,,1.00,,2025-10-08 16:50:52.815401+00
55b8a0fa-189e-4920-8feb-8ef8346d5356,1eb6b402-b4f9-4220-9157-6708810efa67,Cushion,box,1,0,0,0,width,height,depth,cabinet_body,#6B8E23,,,1.00,,2025-10-08 16:50:52.815401+00
55c508ee-4221-49f5-b3cf-43c93150092e,2b1b4fc5-b124-4a34-96b4-677451e5076e,Tap,box,2,0,height + 0.10,-depth/4,0.03,0.15,0.03,handle,#808080,,,1.00,,2025-10-08 17:10:09.489775+00
55f26de0-dcc4-4018-b7e0-9f34a749c030,2e1ccd04-2c84-42fa-a4a7-e8decbae2963,Tap,box,2,0,height + 0.10,-depth/4,0.03,0.15,0.03,handle,#808080,,,1.00,,2025-10-08 17:10:09.489775+00
5629683e-65a0-4623-8fd1-a5094a6d6c0b,43b45e50-439e-4647-b320-7b0d2d51d311,Leg Front Right,box,4,width / 2 - 0.05,-height / 2 + 0.4,-depth / 2 + 0.05,0.05,0.8,0.05,metal_leg,#2F4F4F,,,1.00,,2025-10-08 20:13:16.422946+00
56413ca8-37e0-43bb-a166-e9c977b8fed7,6404a530-2cdc-406e-b957-46de153409c3,Drawer 5,box,6,0,height/2 - 0.30,depth/2 + 0.01,width - 0.02,0.18,0.02,door,doorColor,,,1.00,,2025-10-08 16:50:15.91125+00
56e80868-39a5-431d-b238-2a99dd19c6ba,97526f7d-f422-49db-bfc9-ce8e8d54454b,Panel,box,1,0,0,0,width,height,depth,door,cabinetColor,,,1.00,,2025-10-08 16:21:59.376939+00
576d8792-d03a-435f-92e7-f49c1cd8dc0a,b03dbad7-52a0-4edf-ac46-31c7c353818e,Basin,box,1,0,0,0,width - 0.10,height,depth - 0.10,handle,#FFFFFF,,,1.00,,2025-10-08 17:10:09.489775+00
5843db62-4c5f-462b-831a-6f6679ed6327,ae84c78f-02f7-4be9-8e48-66f3724e7a88,Center Panel,box,1,0,0,0,width * 0.4,height,depth,handle,#E8E8E8,,,1.00,,2025-10-08 16:52:17.357255+00
588f1c10-52ef-4850-beed-aa9c118fa89b,2341fffb-f12b-483e-b879-ad828907853a,Seat,box,1,0,0,0,width,height,depth,cabinet_body,#8B4513,,,1.00,,2025-10-08 16:52:38.215415+00
59c3c6b4-d582-4dfd-a371-48aa980f8182,a42ba33e-850e-4f3a-8919-b6a568953a14,Drawer 3,box,5,0,0.35,depth / 2 + 0.01,width - 0.02,0.20,0.02,door,doorColor,,,1.00,,2025-10-08 16:21:41.621901+00
5ac439d5-f61a-422a-ab3b-019af56c033b,cbcb38fc-44e4-48f0-ac36-eccc7c176b26,Upper Oven Door,box,5,0,height * 0.05,depth/2 + 0.01,width - 0.02,height * 0.25,0.02,door,#000000,,,1.00,,2025-10-08 17:10:22.990597+00
5ad22aee-c655-4a56-a3a9-fe5bfdc76d16,138cf90c-ba72-450e-a50e-f39da21ca44d,LCD Display,box,7,width * 0.2,height * 0.3,depth / 2 + 0.015,0.15,0.08,0.001,screen,#001b2e,0.90,0.10,1.00,,2025-10-08 20:13:51.848363+00
5b1c92c6-79ec-47a3-8494-17845ab0d774,7e845283-165b-4a1e-95e6-565adc87fc60,Button 2,box,10,0,height * 0.22,depth / 2 + 0.015,0.06,0.02,0.005,handle,#444444,,,1.00,,2025-10-08 20:13:51.848363+00
5b36402b-fb4f-4940-836c-b406eca28273,c2bd963a-3b33-496c-9c13-d427aebebab0,Handle Leg 1,box,7,legLength * 0.75,0,depth/2 + 0.03,0.02,0.15,0.03,handle,handleColor,,,1.00,,2025-10-08 17:08:02.404343+00
5ba4ec75-a35c-44ff-88d7-ba1753d3b5f7,68a29542-98e7-4355-846f-4d57d0a3d341,Cabinet,box,1,0,-height * 0.2,0,width,height * 0.6,depth,cabinet_body,cabinetColor,,,1.00,,2025-10-08 16:52:53.546878+00
5bd5a405-9b8c-4b0e-94d1-18deff44c7b3,85148b77-0e57-40c1-995f-1858ad0a9793,Back,box,2,0,height * 0.15,-depth * 0.25,width,height * 0.6,depth * 0.2,cabinet_body,#8B4513,,,1.00,,2025-10-08 16:50:52.815401+00
5cfae687-4eee-498a-9f16-7e0aa04ee066,233fc002-1ea4-4d6b-bc98-08491905c3bd,Cabinet Body,box,1,0,0,0,width,height,depth,cabinet_body,cabinetColor,,,1.00,,2025-10-08 16:50:15.91125+00
5cfde946-082b-4768-865b-0af77a5c1edd,68fcf22e-52dc-4cd2-9bc4-47d888fb8752,Bed Frame,box,1,0,-height / 2 + 0.1,0,width,0.2,depth * 2,wood,cabinetMaterial,,,1.00,,2025-10-08 20:13:16.422946+00
5dbf8e30-c841-47c4-beef-ff323d60e63f,92c43fb4-5598-4f65-a554-2cb54185360d,Top,box,1,0,height/2 - 0.02,0,width,0.04,depth,cabinet_body,#8B4513,,,1.00,,2025-10-08 16:52:06.676597+00
5dc17a14-9f8e-4b75-b4f5-1d7aaac1913d,c2bd963a-3b33-496c-9c13-d427aebebab0,Cabinet Body Leg 2,box,4,0,plinthHeight / 2,legLength/2,depth,height - plinthHeight,legLength,cabinet_body,cabinetColor,,,1.00,,2025-10-08 17:08:02.404343+00
5e059b13-e068-4828-beb4-363d0ac09ac7,6db647e9-ed2f-493d-9361-e101b30bb5f2,Door Left,box,2,-width/4,0,depth/2 + 0.01,width/2 - 0.02,height - 0.02,0.02,door,doorColor,,,1.00,,2025-10-08 16:51:41.19204+00
5eb81c80-07a2-4141-ad05-abf3f8e38d0e,a6959e02-3fe1-4726-8539-f25526d5ac4b,Right Handle,box,5,width / 4 - width / 4 + 0.02,0,depth / 2 + 0.03,0.03,height - 0.10,0.03,handle,#808080,,,1.00,,2025-10-08 16:16:19.97502+00
